placeId,Stall Name,Cuisine,Cuisine 1,Cuisine 2,Cuisine 3,Shop Type,Address,Google Address,Average Review,Number of Reviews
124,Wimbly Lu (Riang),"['Desserts', 'Drinks', 'Snacks', 'Western']",Desserts,Drinks,Snacks,Cafe,  Jalan Riang 358987,"15-2 Jln Riang, Singapore 358987",4.2,723
125,SHY Signature Vegetarian Cafe,"['Chinese', 'Drinks', 'Taiwanese', 'Thai', 'Western']",Chinese,Drinks,Taiwanese,Cafe,#01-07 Suites At Bukit Timah Jalan Jurong Kechil 596180,"68 Jln Jurong Kechil, Singapore 598587",3,3
126,Lao Huo Tang (Seletar Mall),"['Asian', 'Cantonese', 'Chinese']",Asian,Cantonese,Chinese,Restaurant,#B1-28/29 The Seletar Mall Sengkang West Avenue 797653,"33 Sengkang West Ave, #B1-28/29, Singapore 797653",4.1,94
127,Saybons (Anglo-chinese School (international)),"['European', 'French', 'Western']",European,French,Western,Cafe, Holland Village Methodist Church Jalan Hitam Manis 278475,"61 Jln Hitam Manis, Singapore 278475",,
128,Jin Jin Dessert,"['Asian', 'Chinese', 'Desserts', 'Fruits & Drinks', 'Local', 'Singaporean']",Asian,Chinese,Desserts,Kiosk or Stall,#01-21 ABC Brickworks Food Centre Jalan Bukit Merah 150006,"6 Jalan Bukit Merah, #01-21 ABC Brickworks Market Food Centre, Singapore 150006",3.9,113
129,Old Street Cafe,"['Asian', 'Nonya / Peranakan']",Asian,Nonya / Peranakan,,Restaurant, Santa Grand Hotel Bugis Jalan Kubor 199207,"4 Jln Kubor, Singapore 199202",,
130,Lao Ding Mei Shi,"['Chinese', 'Dim Sum', 'Snacks']",Chinese,Dim Sum,Snacks,Kiosk or Stall,#01-1650B Jalan Bukit Merah Food Centre Jalan Bukit Merah 160112,"112 Jalan Bukit Merah, Singapore 160112",,
131,Xiao Long Bao,['Chinese'],Chinese,,,Kiosk or Stall,#01-19 ABC Brickworks Food Centre Jalan Bukit Merah 150006,,,
132,Di Wei Teochew Restaurant,"['Asian', 'Chinese', 'Teochew', 'Zi Char']",Asian,Chinese,Teochew,Kiosk or Stall, The Oval @ Sap The Oval 797859,"1 The Oval, Singapore 797859",3.8,424
133,The Daily Scoop (Chip Bee Gardens),"['Desserts', 'Western']",Desserts,Western,,Cafe,#01-78 Chip Bee Gardens Jalan Merah Saga 278115,"70 Jln Merah Saga, 80, Singapore 278129",4.4,620
134,Aliff Rojak,"['Asian', 'Indonesian', 'Malaysian']",Asian,Indonesian,Malaysian,Kiosk or Stall,01-101 Maxwell Food Centre Kadayanallur Street 069184,Maxwell Rd,3.9,12
135,3 Crab Delicacy Seafood Restaurant (Upper Serangoon),"['Chinese', 'Seafood', 'Singaporean', 'Teochew']",Chinese,Seafood,Singaporean,Restaurant,  Teck Chye Terrace 545726,"21 Teck Chye Terrace, Singapore 545726",4,257
136,Ah Poh Mei Shi,"['Chinese', 'Dim Sum', 'Snacks']",Chinese,Dim Sum,Snacks,Kiosk or Stall,#01-1648B Jalan Bukit Merah Food Centre Jalan Bukit Merah 160112,"Clementi Avenue 2 #01-223 Block 354, 120354",4.2,527
137,Boneless Chicken Rice (Jalan Batu Food Centre),['Chinese'],Chinese,,,Kiosk or Stall,#01-29 Jalan Batu Food Centre Jalan Batu 432004,,,
138,Pontian Wanton Noodles (Seletar Mall),"['Asian', 'Chinese']",Asian,Chinese,,Kiosk or Stall,#B1-K4/K5/K9 The Seletar Mall Sengkang West Avenue 797653,"#B1-K4/K5, 33 Sengkang West Ave, 797653",3.5,41
139,Oberstrasse,['Western'],Western,,,Restaurant,#01-50 Kitchener Complex French Road 200809,"809 French Rd, #1 50, Singapore 200809",4.2,503
140,Lim Lam Hong,['Local'],Local,,,Confectionery or Bakery,#01-1086  Jalan Bukit Merah 160146,"146 Jalan Bukit Merah, #01-1086 Block 146, Singapore 160146",4.3,39
141,Four Leaves (The Seletar Mall),"['Desserts', 'Snacks']",Desserts,Snacks,,Cafe,#B1-15/16 The Seletar Mall Sengkang West Avenue 797653,"33 Sengkang West Ave, B1-15/16, Singapore 797653",4.2,49
142,Makan Enak @0124,['Malaysian'],Malaysian,,,Kiosk or Stall,#01-24 ABC Brickworks Food Centre Jalan Bukit Merah 150006,,,
143,Jerry's Barbecue & Grill (Jalan Kayu),"['American', 'Steak and Grills', 'Western']",American,Steak and Grills,Western,Restaurant,  Jalan Kayu 799505,"277 Jln Kayu, Singapore 799505",4.2,491
144,Toast Box (The Seletar Mall),"['Asian', 'Chinese', 'Local', 'Malaysian', 'Singaporean']",Asian,Chinese,Local,Cafe,#01-07/08 The Seletar Mall Sengkang West Avenue 797653,"#01-07/08, The Seletar Mall, 33 Sengkang West Ave, 797653",4.3,98
145,Pause,['Western'],Western,,,Cafe, 28th Fevrier Jalan Kilang 159405,"5 Jln Kilang, Singapore 159405",4.6,15
146,3 Crab Delicacy Seafood Restaurant (Orchid Country Club),"['Chinese', 'Seafood', 'Singaporean', 'Teochew']",Chinese,Seafood,Singaporean,Restaurant,#01-04 Orchid Country Club Orchid Club Road 769162,"1 Orchid Club Rd, Singapore 769162",5,1
147,Din Tai Fung (The Seletar Mall),"['Asian', 'Chinese', 'Shanghainese', 'Taiwanese']",Asian,Chinese,Shanghainese,Restaurant,#02-07/08/09/10 The Seletar Mall Sengkang West Avenue 797653,"33 Sengkang West Ave, #02-07, Singapore 797653",4.2,364
148,Carrara cafe,"['Fusion', 'Western']",Fusion,Western,,Cafe,#01-5148  Jalan Bukit Merah 150002,"2 Jalan Bukit Merah, #01-5148, Singapore 150002",4.6,349
149,Skeikh Indian Pakistani Food,"['Asian', 'Indian', 'Pakistani']",Asian,Indian,Pakistani,Kiosk or Stall,#01-12 ABC Brickworks Food Centre Jalan Bukit Merah 150006,"6 Jalan Bukit Merah, #01-12, Singapore 150006",4.5,4
150,The Grumpy Bear (Bukit Timah Plaza),"['Desserts', 'Snacks', 'Steak and Grills', 'Western']",Desserts,Snacks,Steak and Grills,Cafe,#02-01B Bukit Timah Plaza Jalan Anak Bukit 588996,"#02-01B Bukit Timah Plaza, 1 Jln Anak Bukit, 588996",3.7,35
151,SMAC BBQ,"['Barbecue', 'Drinks', 'Steak and Grills']",Barbecue,Drinks,Steak and Grills,Restaurant,#01-54 Kensington Square Jalan Lokam 537846,"2 Jalan Lokam, #01-54 Kensington Square, 537846",3.8,4
152,Lao You Xuan,['Chinese'],Chinese,,,Kiosk or Stall,#01-01  Fernvale Link 790417,"413 River Valley Rd, Singapore 248311",4.2,42
153,Soek Seng 1954 Bicycle Cafè,['Western'],Western,,,Cafe,#01-01 MAJ Aviation Building Seletar Aerospace View 797563,"80 #01-01 MAJ Aviation Building, Seletar Aerospace View, 797563",,
154,Raimah Eating House,[None],,,,Coffee Shop,  Jalan Kembangan 419120,"56 Jln Kembangan, Singapore 419120",4.3,551
155,Ma Bo Lor Mee (ABC Brickworks Market & Food Centre),"['Chinese', 'Local']",Chinese,Local,,Kiosk or Stall,#01-139 ABC Brickworks Food Centre Jalan Bukit Merah 150006,"163 Bukit Merah Central, Singapore 150163",2,1
156,Ho Sheng Coffee Stall,"['Drinks', 'Snacks']",Drinks,Snacks,,Kiosk or Stall,#01-116 ABC Brickworks Food Centre Jalan Bukit Merah 150006,,,
157,Ya Kun Family Cafe (The Seletar Mall),"['Asian', 'Local']",Asian,Local,,Cafe,#B1-20/21 The Seletar Mall Sengkang West Avenue 797653,"33 Sengkang West Ave, #B1-20/21 The Seletar Mall, Singapore 797653",4.1,180
158,Ramen Hitoyoshi (The Seletar Mall),['Japanese'],Japanese,,,Kiosk or Stall,#02-K6 The Seletar Mall Sengkang West Avenue 797653,"33 Sengkang West Ave, #02-K6, Singapore 797653",4.2,145
159,Mawar Merah,"['Asian', 'Halal', 'Indonesian', 'Malaysian']",Asian,Halal,Indonesian,Kiosk or Stall,#01-3683  Bukit Merah Central 150165,"14 Sixth Ave, Singapore 276476",5,5
160,Bengawan Solo (Seletar Mall),"['Desserts', 'Snacks']",Desserts,Snacks,,Cafe,#B2-K4 The Seletar Mall Sengkang West Avenue 797653,"33 Sengkang West Ave, #B2-K4 The Seletar Mall, Singapore 797653",4.3,6
161,Hops pots,[None],,,,Restaurant,#01-48 Kensington Square Jalan Lokam 537846,"2 Jln Lokam, Singapore 537846",4.9,25
162,Heng Huat Cooked Food,['Chinese'],Chinese,,,Kiosk or Stall,#01-31 Jalan Batu Food Centre Jalan Batu 432004,,,
163,"Chai Kee Roasted Chicken Rice, Noodle",['Chinese'],Chinese,,,Kiosk or Stall,#01-24 Jalan Batu Food Centre Jalan Batu 432004,,,
164,Jalan Hock Chye Cooked Food,"['Chinese', 'Dim Sum', 'Snacks']",Chinese,Dim Sum,Snacks,Kiosk or Stall,#02-14 Hainanese Village Centre Hougang Ave 1 530105,,,
165,Joo Chiat Kim Choo Traditional Rice Dumplings (ABC Brickworks Food Centre),"['Chinese', 'Local', 'Snacks']",Chinese,Local,Snacks,Kiosk or Stall,#01-138 ABC Brickworks Food Centre Jalan Bukit Merah 150006,"115 Bukit Merah View, Singapore 151115",,
166,Newton Tan Song Heng,['Chinese'],Chinese,,,Kiosk or Stall, F&B Empire Food Court Jalan Bukit Merah 150002,Mei Ling St,3.5,13
167,Kipo Eatery,"['Chinese', 'Western']",Chinese,Western,,Kiosk or Stall,#01-41 Jalan Batu Food Centre Jalan Batu 432004,"11 E Coast Rd, #01-04 The Odeon, Singapore 428722",4.6,22
168,Nan Zhen Seafood,"['Chinese', 'Seafood']",Chinese,Seafood,,Kiosk or Stall,#01-37 ABC Brickworks Food Centre Jalan Bukit Merah 150006,"#01-37 ABC Brickworks Food Centre, 6 Jalan Bukit Merah, 150006",4.5,4
169,Fragrance (The Seletar Mall),"['Chinese', 'Snacks']",Chinese,Snacks,,Food Retailer,#B2-K7 The Seletar Mall Sengkang West Avenue 797653,"SELETAR MALL, 33 Sengkang West Ave, #B2-K7, 797653",3.8,8
170,Orchid Live Seafood,"['Asian', 'Chinese']",Asian,Chinese,,Restaurant,  Jalan Kelulut 809033,"16 Jln Kelulut, Singapore 809033",4.1,221
171,CATfeine,['Western'],Western,,,Cafe,#01-50 The Hillford Jalan Jurong Kechil 596152,"182 Jln Jurong Kechil, #01-50 The Hillford, Singapore 596152",4.4,60
172,Chop Chin Sin Huan,"['Asian', 'Local', 'Singaporean']",Asian,Local,Singaporean,Cafe,#01-113  Jalan Batu 431007,"7 Jln Batu, Singapore 431007",4.2,32
173,Michin Korean BBQ and Hotpot (Fernvale Street),"['Barbecue', 'Korean', 'Steamboat']",Barbecue,Korean,Steamboat,Kiosk or Stall,#01-05  Fernvale Street 790473,"473 Fernvale St, #01-05, Singapore 790473",4.3,73
174,Baker & Cook (Chip Bee Gardens),"['European', 'Western']",European,Western,,Cafe,#01-56 Chip Bee Gardens Jalan Merah Saga 278116,,,
175,Jing Ji Gong Shi,"['Chinese', 'Drinks', 'Snacks']",Chinese,Drinks,Snacks,Kiosk or Stall,#01-1650E Jalan Bukit Merah Food Centre Jalan Bukit Merah 160112,"112 Jalan Bukit Merah, Singapore 160112",,
176,Chateraise (The Seletar Mall),"['Desserts', 'Japanese']",Desserts,Japanese,,Confectionery or Bakery,#B2-19/20 The Seletar Mall Sengkang West Avenue 797653,"33 Sengkang West Ave, #B2-19/20 The Seletar Mall, Singapore 797653",4.2,48
177,LiHO@Cafe (Seletar Mall),"['Drinks', 'Juices', 'Singaporean']",Drinks,Juices,Singaporean,Cafe,#B1-27 The Seletar Mall Sengkang West Avenue 797653,"33 Sengkang West Ave, #B1-27/28, Singapore 797653",4.5,54
178,Original Sin,"['Mediterranean', 'Vegetarian', 'Western']",Mediterranean,Vegetarian,Western,Restaurant,#01-62  Jalan Merah Saga 278115,"#01-62, Blk 43 Jln Merah Saga, Chip Bee Gardens, 278115",4.2,720
179,Monocle Cafe,"['Drinks', 'Western']",Drinks,Western,,Cafe,  Jalan Kelabu Asap 278267,"74 Jln Kelabu Asap, Singapore 278267",4.1,28
180,Han's (Bukit Merah),"['Asian', 'International', 'Western']",Asian,International,Western,Cafe,#01-21 Bukit Merah Jalan Bukit Merah 150169,"Blk 169 Jalan Bukit Merah, #01-21, Singapore 150169",3.9,202
181,Hock San,"['Drinks', 'Snacks']",Drinks,Snacks,,Kiosk or Stall,#01-01 ABC Brickworks Food Centre Jalan Bukit Merah 150006,"6 Jalan Bukit Merah, Singapore 150006",5,1
182,Waan Cha (Seletar),"['Desserts', 'Drinks']",Desserts,Drinks,,Cafe,#02-02 Jtc Aviation Two @ Seletar Aerospace Park West Camp Road 797523,"#01-45,, 275 Thomson Road, 307645",4.7,9
183,Gochi-So Shokudo (Seletar Mall),"['Asian', 'Japanese']",Asian,Japanese,,Restaurant,#01-34/36 The Seletar Mall Sengkang West Avenue 797653,"33 Sengkang West Ave, #01-34/35/36, Singapore 797653",4.2,47
184,Jade Crab Seafood,"['Asian', 'Chinese', 'Seafood', 'Zi Char']",Asian,Chinese,Seafood,Kiosk or Stall, Brickworks Estate Jalan Bukit Merah 152028,"271 Geylang Rd, Singapore 389324",4.3,104
185,Jalan Kayu Skewer Bar,"['Barbecue', 'Steak and Grills']",Barbecue,Steak and Grills,,Restaurant,  Jalan Kayu 799501,,,
186,Hainan Cooked Food Stall,['Chinese'],Chinese,,,Kiosk or Stall,#01-37 Jalan Batu Food Centre Jalan Batu 432004,"4A Jln Batu, Singapore 432004",3.9,838
187,E-corners Cafe,"['Asian', 'Local', 'Singaporean']",Asian,Local,Singaporean,Cafe,#01-03 E-Centre @ Redhill Jalan Bukit Merah 159471,"3791 Jalan Bukit Merah, Singapore 159471",,
188,The Chinese Kitchen,['Chinese'],Chinese,,,Restaurant,  Cavan Road 209851,"20 Cavan Rd, Singapore 209851",4.5,74
189,Birdie Num Num Gastrobar,"['Asian', 'Western']",Asian,Western,,Restaurant,  Jalan Kembangan 419119,"54 Jln Kembangan, Singapore 419119",4.4,285
190,Muffin Haus (ABC Brickworks Market & Food Centre),['Desserts'],Desserts,,,Kiosk or Stall,#01-132 ABC Brickworks Food Centre Jalan Bukit Merah 150006,"6 Jalan Bukit Merah, Singapore 150006",,
191,Quick Fix Bistro & Bar,"['Beer', 'Cocktails', 'Drinks', 'Wine']",Beer,Cocktails,Drinks,Bar or Pub,  Jalan Ayer 389142,"4 Jln Ayer, Singapore 389142",4.6,56
192,Burger King (Seletar Mall),"['American', 'Western']",American,Western,,Fast Food Place,#01-09/10/11/12/13/14 The Seletar Mall Sengkang West Avenue 797653,"33 Sengkang West Ave, #01-09/10/11/12/13/14, Singapore 797653",3,98
193,Abdul Jalil Stall,"['Desserts', 'Indian', 'Snacks']",Desserts,Indian,Snacks,Kiosk or Stall,#01-23 ABC Brickworks Food Centre Jalan Bukit Merah 150006,,,
194,Eastern Coffee Stall,"['Drinks', 'Juices']",Drinks,Juices,,Kiosk or Stall,#01-1648 Jalan Bukit Merah Food Centre Jalan Bukit Merah 160112,"112 Jalan Bukit Merah, Singapore 160112",3,1
195,Jalan Kayu Prata Cafe (United Square),"['Asian', 'Indian']",Asian,Indian,,Cafe,#01-12/13 United Square Thomson Road 307591,"101 Thomson Rd, 01-12/13, Singapore 307591",3.9,286
196,Lao Di Fang,['Chinese'],Chinese,,,Kiosk or Stall,#01-14 Jalan Batu Food Centre Jalan Batu 432004,"229 Jln Besar, Singapore 208905",3.7,3
197,Swensen's (The Seletar Mall),"['American', 'Desserts', 'Fusion', 'Halal', 'Western']",American,Desserts,Fusion,Restaurant,#02-11/12 The Seletar Mall Sengkang West Avenue 797653,"33 Sengkang West Ave, #02-11/12, Singapore 797653",4,213
198,Siam Village,"['Seafood', 'Thai']",Seafood,Thai,,Restaurant, Sennett Estate Jalan Wangi 349388,"77 Jln Wangi, Sennett Estate, Singapore 349388",4.1,234
199,Dou Xuan You Tiao,"['Chinese', 'Local', 'Snacks']",Chinese,Local,Snacks,Kiosk or Stall,#01-33 ABC Brickworks Food Centre Jalan Bukit Merah 150006,,,
200,Wow Wow West,"['American', 'Australian', 'European', 'Local', 'Western']",American,Australian,European,Kiosk or Stall,#01-133 ABC Brickworks Food Centre Jalan Bukit Merah 150006,"6 Jalan Bukit Merah, #01-133, Singapore 150006",4,300
201,Stack,['Western'],Western,,,Kiosk or Stall,  Jalan Klapa 199316,"3 Temasek Boulevard #B1-K4, Mall, West Atrium Suntec City, 038983",4.3,296
202,Tanjong Rhu Pau (Jalan Batu),"['Asian', 'Chinese']",Asian,Chinese,,Cafe,#01-113  Jalan Batu 431007,"7 Jln Batu, #01-113, Singapore 431007",4.3,15
203,Hua Shun Bak Kut Teh,['Chinese'],Chinese,,,Kiosk or Stall,#01-04 ABC Brickworks Food Centre Jalan Bukit Merah 150006,"6 Jalan Bukit Merah, Singapore 150006",4.3,4
204,Jalan Batu FC Malay Food Stall,"['Chinese', 'Malaysian']",Chinese,Malaysian,,Kiosk or Stall,#01-18 Jalan Batu Food Centre Jalan Batu 432004,"4A Jln Batu, Singapore 432004",3.9,838
205,Favfood,['Chinese'],Chinese,,,Kiosk or Stall,#01-02 Jalan Batu Food Centre Jalan Batu 432004,,,
206,Backyard Kitchen,['Western'],Western,,,Restaurant,  Jalan Kayu 799472,"248 Jln Kayu, Singapore 799472",4.5,6
207,Ah Ken,[None],,,,Kiosk or Stall,#01-51 ABC Brickwork Food Centre Jalan Bukit Merah 150006,"6 Jalan Bukit Merah, #01-51 ABC Brickworks Market and Food Centre, Singapore 150006",,
208,Jalan Sultan Prawn Mee,"['Asian', 'Chinese', 'Local', 'Singaporean']",Asian,Chinese,Local,Kiosk or Stall,  Jalan Ayer (opposite Kallang MRT station) 389141,"2 Jln Ayer, Singapore 389141",4,664
209,Zhong Guo Jie Mei Shi,"['Chinese', 'Snacks']",Chinese,Snacks,,Kiosk or Stall,#01-1648F Jalan Bukit Merah Food Centre Jalan Bukit Merah 160112,"112 Jalan Bukit Merah, Singapore 160112",,
210,Xie Xing Zhu Ming Zhou Pin,['Chinese'],Chinese,,,Kiosk or Stall,#01-1648H Jalan Bukit Merah Food Centre Jalan Bukit Merah 160112,,,
211,South Union Park,['Western'],Western,,,Cafe,  Jalan Kembangan 419139,"101 Jln Kembangan, Singapore 419139",4.3,380
212,Mini Wok Kitchen,"['Chinese', 'Seafood', 'Snacks']",Chinese,Seafood,Snacks,Kiosk or Stall,#01-15 ABC Brickworks Food Centre Jalan Bukit Merah 150006,"ABC Brickworks Food Centre, 6 Jalan Bukit Merah, #01-15, Singapore 150006",4,4
213,Sistina Ristorante,"['American', 'European', 'Italian', 'Vegetarian']",American,European,Italian,Restaurant,#01-58 Chip Bee Gardens Jalan Merah Saga 278116,"44 Jln Merah Saga, #01-58 278116, Singapore 278116",,
214,Yuan Yuan Claypot Rice,"['Asian', 'Cantonese', 'Chinese']",Asian,Cantonese,Chinese,Kiosk or Stall,#01-38 ABC Brickworks Food Centre Jalan Bukit Merah 150006,"6 Bukit Merah Lane 1, #01-38, Singapore 150006",3.6,32
215,Chocoelf Chocolaterie (Jalan Tepong),[None],,,,"Manufacturing, Industrial & Construction",#03-02 Jurong Food Hub Jalan Tepong 619336,"15 Jln Tepong, #03-02, Singapore 619336",4.7,41
216,Sin Hock Heng Teochew Porridge,['Chinese'],Chinese,,,Kiosk or Stall,  Geylang Road 389687,"701 Geylang Rd, Singapore 389687",3.9,131
217,Juice Farm (Seletar Mall),"['Fruits & Drinks', 'Juices']",Fruits & Drinks,Juices,,Kiosk or Stall,#B1-K11 The Seletar Mall Sengkang West Avenue 797653,"33 Sengkang West Ave, Singapore 797653",3,6
218,168 Noodles House,['Singaporean'],Singaporean,,,Kiosk or Stall,#01-01 Fernvale Point Sengkang West Ave 797650,"Stall #01-58, Upper Boon Keng Food Centre, 17 Upper Boon Keng Rd, Singapore 380017",4,6
219,Excellent Foodworkz,"['Steak and Grills', 'Western']",Steak and Grills,Western,,Cafe,  Jalan Eunos 419506,,,
220,Xing Guang Rojak,"['Chinese', 'Snacks']",Chinese,Snacks,,Kiosk or Stall,#01-51 Jalan Batu Food Centre Jalan Batu 432004,"120 Bukit Merah Lane 1, #01-64, Singapore 150120",3.3,8
221,The Salon @ Hotel Vagabond,"['Asian', 'Fusion']",Asian,Fusion,,Restaurant, Hotel Vagabond Syed Alwi Road 207630,"39 Syed Alwi Rd, Singapore 207630",,
222,F&B Empires Coffeeshop,"['Chinese', 'Local', 'Malaysian']",Chinese,Local,Malaysian,Coffee Shop,  Jalan Bukit Merah 150002,,,
223,Ru Yi Seafood,"['Chinese', 'Seafood']",Chinese,Seafood,,Kiosk or Stall,#01-44 ABC Brickworks Food Centre Jalan Bukit Merah 150006,"1 Jalan Bukit Merah, #01-44, Singapore 150001",3.5,2
224,Bistro XY (XY Hotel Bugis),['Western'],Western,,,Cafe, XY Hotel Bugis Jalan Klapa 199323,"11 Jln Klapa, XY HOTEL Bugis, Singapore 199323",3.4,8
225,Leng Kee BBQ (ABC Brickworks Food Centre),"['Barbecue', 'Chinese', 'Singaporean']",Barbecue,Chinese,Singaporean,Kiosk or Stall,#01-41 Abc Brickworks Market And Food Centre Jalan Bukit Merah 150006,"6 Jalan Bukit Merah, Singapore 150006",,
226,Tang Tea House (Jalan Kayu),"['Chinese', 'Dim Sum', 'Halal']",Chinese,Dim Sum,Halal,Restaurant, Jalan Kayu Estate Jalan Kayu 799466,"242 Jln Kayu, Singapore 799466",,
227,Jing Feng Soya Bean Beverages,"['Chinese', 'Desserts']",Chinese,Desserts,,Kiosk or Stall,#01-1654B Jalan Bukit Merah Food Centre Jalan Bukit Merah 160112,"112 Jalan Bukit Merah, Singapore 160112",,
228,Fresh Fruit Juice (ABC Brickworks Food Centre),"['Fruits & Drinks', 'Local']",Fruits & Drinks,Local,,Kiosk or Stall,#01-115 ABC Brickworks Food Centre Jalan Bukit Merah 150006,"1 Jalan Bukit Merah, Singapore 150001",1,2
229,Sizzling K’pot,['Asian'],Asian,,,Kiosk or Stall, Tong Bee Kopitiam Jalan Senang 418464,"92 Jalan Senang, Singapore 418464",4.5,4
230,Lim Leng Re Yin Pin Xiao Shi  Tan,"['Drinks', 'Snacks']",Drinks,Snacks,,Kiosk or Stall,#01-1650J Jalan Bukit Merah Food Centre Jalan Bukit Merah 160112,"137A Tampines St. 11, Singapore 522137",,
231,Sinseh The Grocery,"['Desserts', 'Fruits & Drinks', 'Western']",Desserts,Fruits & Drinks,Western,Confectionery or Bakery,#01-01 Kampong Glam Conservation Area Jalan Pisang 199076,"9 Jln Pisang, Singapore 199076",4,32
232,Hup Heng,"['Chinese', 'Local', 'Teochew']",Chinese,Local,Teochew,Kiosk or Stall,#01-134 ABC Brickworks Food Centre Jalan Bukit Merah 150006,"6 Jalan Bukit Merah, #01-134 ABC Brickworks Market and Food Centre, Singapore 150006",,
233,The Kins',['Desserts'],Desserts,,,Cafe,#01-08/09 Bijou Jalan Mat Jambol 119554,"2 Jln Mat Jambol, #01-08/09, Singapore 119554",4.3,261
234,Home's Favourite,"['Desserts', 'Snacks']",Desserts,Snacks,,Confectionery or Bakery,#04-09 Jurong Food Hub Jalan Tepong 619336,"15 Jln Tepong, Singapore 619336",4.8,8
235,Kampong BBQ (V Hotel),['Malaysian'],Malaysian,,,Kiosk or Stall,Stall 2 V Hotel Lavender Jellicoe Road 208767,,,
236,Simple Koncept Llp,[None],,,,Bar or Pub,#01-5160  Jalan Bukit Merah 150002,,,
237,Sipei Cool,"['Desserts', 'Fruits & Drinks', 'Local']",Desserts,Fruits & Drinks,Local,Kiosk or Stall,#01-14 ABC Brickworks Food Centre Jalan Bukit Merah 150006,"6 Jalan Bukit Merah, #01-14 ABC Brickworks Market and Food Centre, Singapore 150006",3,1
238,Nature Cafe (Bukit Merah),"['Asian', 'Local', 'Vegetarian', 'Western']",Asian,Local,Vegetarian,Cafe,#03-4462/4460  Jalan Bukit Merah 150011,"11 Jalan Bukit Merah, #03-4462, Singapore 150011",4.3,354
239,Dong Dong Food Express,"['Asian', 'Chinese']",Asian,Chinese,,Restaurant,#01-415 Rumah Tinggi View Jalan Rumah Tinggi 150037,"Jln Rumah Tinggi, #01-415 Block 37, Singapore 150037",4,12
240,Fu Yuan Ma La Xiang Guo,[None],,,,Kiosk or Stall,#01-17 ABC Brickworks Food Centre Jalan Bukit Merah 150006,"6 Jalan Bukit Merah, #01-17, Singapore 150006",5,8
241,Pin Xuan Seafood Fish Head Steamboat,"['Asian', 'Chinese', 'Zi Char']",Asian,Chinese,Zi Char,Restaurant, Kim Tian Vista Jalan Bukit Merah 160131,,,
242,Ajmer Sherif Faridha Food Stall,['Singaporean'],Singaporean,,,Kiosk or Stall,#01-285 Tekka Market and Food Centre Buffalo Road 210665,"01-285, Tekka Market Food Centre, 665 Buffalo Rd, 210665",4.3,4
243,Yi Dian Xin Hong Kong Dim Sum (Sembawang Hills Estate),"['Asian', 'Chinese', 'Hong Kong']",Asian,Chinese,Hong Kong,Kiosk or Stall, Sembawang Hills Estate Jalan Leban 577547,"Sembawang Hills Estate, 2 Jalan Leban Sembawang Hills Estate Singapore 577547 Jln Leban, Singapore 577547",3.7,14
